Progr;Date;Industrial Group;Industrial Group Descr;GKAM;Des GKAM;KAM;Des KAM;Sub Holding;Sub Holding Descr;P/N;Internal Company Code;Order Type Descr;Weight new booking;Q.TY;Currency;Exchange;Cost Currency Perc;Cost Euro Perc;Price Currency Perc;Price Euro Perc;Tot Cost Currency;Tot Cost Currency Weighted;Total Cost Euro;Total Cost Euro Weighted;Tot Turnover Currency;Tot Turnovr Curr Weighted;Tot Turnover Euro;Tot Turnover Euro Weighted;Weight per part (kg);Product Type;SOP Q_/YEAR Date;SOP+1 Euro;SOP+2 Euro;SOP+3 Euro;Macro Cod;Macro Application
879;18/09/2020;079;VGGR GROUP;GKA9;Group Sales GKA9;GKA9;Sales Customer GKA9;ADT;Company ADT;VGMA535;6J2101VG;NEW;;10000,000;EUR;1,000000;16,850000;16,850000;18,720000;18,720000;1685,000000;;1685,000000;;1872,000000;;1872,000000;;0,008000;NO;20200915;;;;A07;Body
880;18/09/2020;;;GK65;Group Sales GK65;GKD0;Sales Customer GKD0;ADT;Company ADT;0689B;6H9400;NEW;;44000,000;EUR;1,000000;1,760000;1,760000;5,680000;5,680000;774,400000;;774,400000;;2500,080000;;2500,080000;;0,001000;NO;20201111;;;;A07;Body
881;18/09/2020;;;GK65;Group Sales GK65;GKD0;Sales Customer GKD0;ADT;Company ADT;0689A;6H9400;NEW;;130000,000;EUR;1,000000;0,940000;0,940000;1,920000;1,920000;1222,000000;;1222,000000;;2499,900000;;2499,900000;;0,001000;NO;20201111;;;;A07;Body
882;18/09/2020;010;FO G GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FOW720B;0189APFO;NEW;;480000,000;USD;1,120000;7,310000;6,530000;13,500000;12,050000;35088,000000;;31328,570000;;64800,000000;;57857,140000;;0,005900;;0;;;;;
883;18/09/2020;003;OPTACOL GROUP;GK79;Group Sales GK79;GK79;Sales Customer GK79;FRA;Company France;PS79048;V051C1PS;EXTENSION;;300000,000;EUR;1,000000;4,250000;4,250000;5,160000;5,160000;12762,000000;;12762,000000;;15477,000000;;15477,000000;;0,021200;NO;20210101;7738,500000;15477,000000;15477,000000;A05;Mobile
884;18/09/2020;003;OPTACOL GROUP;GK79;Group Sales GK79;GK79;Sales Customer GK79;FRA;Company France;PS79055;V051C1PS;EXTENSION;;300000,000;EUR;1,000000;6,390000;6,390000;8,760000;8,760000;19170,000000;;19170,000000;;26274,000000;;26274,000000;;0,035500;NO;20210101;13137,000000;26274,000000;26274,000000;A05;Mobile
885;18/09/2020;003;OPTACOL GROUP;GK79;Group Sales GK79;GK79;Sales Customer GK79;FRA;Company France;PS98080;V121C1PS;EXTENSION;;300000,000;EUR;1,000000;14,160000;14,160000;18,070000;18,070000;42486,000000;;42486,000000;;54219,000000;;54219,000000;;0,026550;NO;20210101;27109,500000;54219,000000;54219,000000;A05;Mobile
886;18/09/2020;003;OPTACOL GROUP;GK79;Group Sales GK79;GK79;Sales Customer GK79;FRA;Company France;PS79037;V051C1PS;EXTENSION;;300000,000;EUR;1,000000;6,910000;6,910000;9,750000;9,750000;20718,000000;;20718,000000;;29241,000000;;29241,000000;;0,030400;NO;20210101;14620,500000;29241,000000;29241,000000;A05;Mobile
887;18/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;;8600,000;EUR;1,000000;17,510000;17,510000;31,580000;31,580000;1505,860000;;1505,860000;;2715,880000;;2715,880000;;0,047000;;0;;;;;
888;18/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;742222PE;REORDER;;3900,000;EUR;1,000000;45,600000;45,600000;85,810000;85,810000;1778,400000;;1778,400000;;3346,590000;;3346,590000;;0,072000;;0;;;;;
889;18/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;101100PE;REORDER;;120000,000;EUR;1,000000;8,180000;8,180000;11,470000;11,470000;9816,000000;;9816,000000;;13764,000000;;13764,000000;;0,033000;;0;;;;;
890;18/09/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE46930;0C2141RE;REORDER;;1080,000;EUR;1,000000;49,480000;49,480000;110,520000;110,520000;534,380000;;534,380000;;1193,620000;;1193,620000;;0,215200;;0;;;;;
891;18/09/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE46930;0B1080RE;REORDER;;380,000;EUR;1,000000;9,650000;9,650000;25,150000;25,150000;36,670000;;36,670000;;95,570000;;95,570000;;0,028700;;0;;;;;
892;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;AGR;Company SPA;THA 005;7P8120TH;EXTENSION;;5760,000;EUR;1,000000;19,260000;19,260000;23,740000;23,740000;1109,380000;;1109,380000;;1367,420000;;1367,420000;;0,082000;;20200101;;;;;
893;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;AGR;Company SPA;THA 003;0F2141TH;EXTENSION;;2880,000;EUR;1,000000;31,440000;31,440000;52,330000;52,330000;905,470000;;905,470000;;1507,100000;;1507,100000;;0,150000;;20200101;;;;;
894;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;AGR;Company SPA;THA 020;0G8121TH;EXTENSION;;2880,000;EUR;1,000000;39,330000;39,330000;43,640000;43,640000;1132,700000;;1132,700000;;1256,830000;;1256,830000;;0,113300;;20200101;;;;;
895;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;AGR;Company SPA;THA 003;0E2141TH;EXTENSION;;2880,000;EUR;1,000000;36,910000;36,910000;44,170000;44,170000;1063,010000;;1063,010000;;1272,100000;;1272,100000;;0,153000;;20200101;;;;;
896;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;GER;Company Germany;THN 067;642162TH;EXTENSION;;32640,000;EUR;1,000000;17,880000;17,880000;37,160000;37,160000;5836,030000;;5836,030000;;12129,020000;;12129,020000;;0,055900;;20200101;;;;;
897;21/09/2020;030;THSE GROUP;GK27;Group Sales GK27;GK27;Sales Customer GK27;AGR;Company SPA;THA 005;108120TH;EXTENSION;;65280,000;EUR;1,000000;23,420000;23,420000;37,080000;37,080000;15288,580000;;15288,580000;;24205,820000;;24205,820000;;0,078100;;20200101;;;;;
898;21/09/2020;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;FAW7139;0B1120FA;NEW;;1400000,000;EUR;1,000000;11,900000;11,900000;13,700000;13,700000;166600,000000;;166600,000000;;191800,000000;;191800,000000;;0,048950;;20210101;;;;A02;Mobile
899;21/09/2020;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;FAW7039;0B1100FA;NEW;;1400000,000;EUR;1,000000;8,920000;8,920000;9,780000;9,780000;124880,000000;;124880,000000;;136920,000000;;136920,000000;;0,030920;;20210101;;;;A02;Mobile
900;22/09/2020;353;WETE GROUP;GKB6;Group Sales GKB6;GKB6;Sales Customer GKB6;USA;Company USA;WE304UR;51241WE;REORDER;;50000,000;USD;1,120000;20,980000;18,730000;38,150000;34,060000;10490,000000;;9366,070000;;19075,000000;;17031,250000;;0,122470;;0;;;;;
901;22/09/2020;353;WETE GROUP;GKB6;Group Sales GKB6;GKB6;Sales Customer GKB6;USA;Company USA;WE304UR;52050WE;REORDER;;46000,000;USD;1,120000;15,000000;13,390000;18,760000;16,750000;6900,000000;;6160,710000;;8629,600000;;7705,000000;;0,081190;;0;;;;;
902;23/09/2020;014;IZI FRW GROUP;GK65;Group Sales GK65;GK16;Sales Customer GK16;AGR;Company SPA;ZFA 019;012161ZF;MODIFICATION;;1,000;EUR;1,000000;;;;;;;;;;;;;0,218000;;0;;;;;
903;23/09/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;GER;Company Germany;FC67024;6J2141FC;NEW;;90000,000;EUR;1,000000;31,700000;31,700000;51,850000;51,850000;28530,000000;;28530,000000;;46665,000000;;46665,000000;;0,033800;NO;0;;;;;
904;24/09/2020;409;FEAR GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;FE00008;564060FE;NEW;;75000,000;EUR;1,000000;0,200000;0,200000;5,220000;5,220000;149,250000;;149,250000;;3912,750000;;3912,750000;;0,006000;NO;20200930;936,000000;936,000000;936,000000;A07;Body
905;24/09/2020;409;FEAR GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;FE00095;012100FE;NEW;;21600,000;EUR;1,000000;19,000000;19,000000;36,500000;36,500000;4104,000000;;4104,000000;;7884,000000;;7884,000000;;0,590000;NO;20200930;7884,000000;7884,000000;7884,000000;A04;Hybrid
906;24/09/2020;409;FEAR GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;FE00071;022100FE;NEW;;26000,000;EUR;1,000000;15,930000;15,930000;30,000000;30,000000;4141,800000;;4141,800000;;7800,000000;;7800,000000;;0,437000;NO;20200930;7800,000000;7800,000000;7800,000000;A04;Hybrid
907;24/09/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;BM8 822;0BR060BM;NEW;;465000,000;EUR;1,000000;8,160000;8,160000;9,500000;9,500000;37944,000000;;37944,000000;;44175,000000;;44175,000000;;0,018650;;0;;;;;
908;24/09/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKA7;Sales Customer GKA7;AGR;Company SPA;BM8 864;0F1060BM;NEW;;210000,000;EUR;1,000000;5,860000;5,860000;7,950000;7,950000;12306,000000;;12306,000000;;16695,000000;;16695,000000;;0,010330;;0;;;;;
909;24/09/2020;005;DALE GROUP;GK65;Group Sales GK65;GKA4;Sales Customer GKA4;AGR;Company SPA;DAA 400;0BY140DA;NEW;;30000,000;EUR;1,000000;26,870000;26,870000;42,950000;42,950000;8061,000000;;8061,000000;;12885,000000;;12885,000000;;0,092270;;0;;;;;
910;24/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;;3000,000;EUR;1,000000;17,510000;17,510000;31,580000;31,580000;525,300000;;525,300000;;947,400000;;947,400000;;0,047000;;0;;;;;
911;24/09/2020;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;RE06955;V070CARE;REORDER;;21600,000;EUR;1,000000;6,490000;6,490000;8,730000;8,730000;1401,840000;;1401,840000;;1885,680000;;1885,680000;;0,025000;;0;;;;;
912;24/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;102090PE;REORDER;;5000,000;EUR;1,000000;7,210000;7,210000;13,440000;13,440000;360,500000;;360,500000;;672,000000;;672,000000;;0,019800;;0;;;;;
913;24/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C2120PE;REORDER;;12000,000;EUR;1,000000;11,460000;11,460000;24,010000;24,010000;1375,200000;;1375,200000;;2881,200000;;2881,200000;;0,005860;;0;;;;;
914;24/09/2020;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0F2160PE;REORDER;;2100,000;EUR;1,000000;39,820000;39,820000;265,490000;265,490000;836,220000;;836,220000;;5575,290000;;5575,290000;;0,191000;;0;;;;;
915;25/09/2020;409;FEAR GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;ADT;Company ADT;FE01301;550080FE;NEW;;30000,000;EUR;1,000000;1,050000;1,050000;2,600000;2,600000;315,000000;;315,000000;;780,000000;;780,000000;;0,000570;NO;20201120;;;;A07;Body
916;25/09/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;0187AYFC;EXTENSION;;120000,000;USD;1,120000;3,420000;3,050000;4,790000;4,280000;4104,000000;;3664,290000;;5748,000000;;5132,140000;;0,002990;;0;;;;;
917;25/09/2020;062;MA + GROUP;GK19;Group Sales GK19;GK30;Sales Customer GK30;FRA;Company France;MA14 01;NZAMA;NEW;;5000000,000;EUR;1,000000;1,340000;1,340000;1,980000;1,980000;67000,000000;;67000,000000;;98750,000000;;98750,000000;;0,003500;NO;0;;;;;
919;28/09/2020;023;FOIA GROUP;GKB7;Group Sales GKB7;GKB7;Sales Customer GKB7;USA;Company USA;FO14302;0681AWFO;EXTENSION;;302613,000;USD;1,120000;13,220000;11,800000;18,850000;16,830000;40005,440000;;35719,140000;;57042,550000;;50930,850000;;0,054700;;0;;;;;
920;28/09/2020;023;FOIA GROUP;GKB7;Group Sales GKB7;GKB7;Sales Customer GKB7;USA;Company USA;FO14300;0641CWFO;EXTENSION;;151307,000;USD;1,120000;8,230000;7,350000;10,630000;9,490000;12452,570000;;11118,360000;;16083,930000;;14360,660000;;0,028200;;0;;;;;
921;28/09/2020;023;FOIA GROUP;GKB7;Group Sales GKB7;GKB7;Sales Customer GKB7;USA;Company USA;FO--;MD1306FO;NEW;;176614,000;USD;1,120000;6,210000;5,540000;7,160000;6,390000;10967,730000;;9792,620000;;12645,560000;;11290,680000;;0,019600;;0;;;;;
922;28/09/2020;023;FOIA GROUP;GKB7;Group Sales GKB7;GKB7;Sales Customer GKB7;USA;Company USA;FO--;MD1210FO;EXTENSION;;353231,000;USD;1,120000;0,890000;0,790000;1,480000;1,320000;3143,760000;;2806,920000;;5227,820000;;4667,700000;;0,003920;;0;;;;;
923;28/09/2020;065;COME GROUP;GK93;Group Sales GK93;GK93;Sales Customer GK93;ESX;ESX;CO60500;NZACO;NEW;;150000,000;EUR;1,000000;15,720000;15,720000;21,000000;21,000000;23580,000000;;23580,000000;;31500,000000;;31500,000000;;0,051000;SI;20210101;15750,000000;31500,000000;31500,000000;A03;Engine
924;28/09/2020;062;MA + GROUP;GK19;Group Sales GK19;GK30;Sales Customer GK30;ESX;ESX;MA14 02;NZAMA;NEW;;1800000,000;EUR;1,000000;24,170000;24,170000;37,000000;37,000000;435060,000000;;435060,000000;;666000,000000;;666000,000000;;0,018000;SI;20220101;388800,000000;628800,000000;666000,000000;A03;Engine
925;28/09/2020;023;FOIA GROUP;GK19;Group Sales GK19;GK90;Sales Customer GK90;ESX;ESX;FO26600;NZAFO;NEW;;120000,000;EUR;1,000000;136,400000;136,400000;180,000000;180,000000;163680,000000;;163680,000000;;216000,000000;;216000,000000;;0,096500;SI;20201001;216000,000000;216000,000000;216000,000000;A06;Interiors
926;28/09/2020;;;GK82;Group Sales GK82;GK82;Sales Customer GK82;GER;Company Germany;W663Z;470241;REORDER;;260000,000;EUR;1,000000;15,380000;15,380000;18,100000;18,100000;39988,000000;;39988,000000;;47060,000000;;47060,000000;;0,104500;NO;20201001;;;;;
927;29/09/2020;004;FAIC GROUP;GKD2;Group Sales GKD2;GKD2;Sales Customer GKD2;USA;Company USA;FC065AA;0024BZFC;EXTENSION;;1252000,000;USD;1,120000;3,330000;2,970000;5,470000;4,880000;41691,600000;;37224,640000;;68484,400000;;61146,790000;;0,007180;;0;;;;;
928;01/10/2020;006;ABAM GROUP;GK65;Group Sales GK65;GKU2;Sales Customer GKU2;USA;Company USA;BM94868;1RJ050BM;NEW;;100000000,000;USD;1,120000;3,070000;2,740000;3,450000;3,080000;3070000,000000;;2741071,430000;;3450000,000000;;3080357,140000;;0,016500;;0;;;;;
929;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05988;0E1120BR;EXTENSION;;989521,000;EUR;1,000000;12,800000;12,800000;15,440000;15,440000;126658,690000;;126658,690000;;152782,040000;;152782,040000;;0,066500;;20220101;49313,000000;140022,000000;152782,000000;A02;Mobile
930;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05988;0E1120BR;EXTENSION;;253927,000;EUR;1,000000;12,800000;12,800000;14,440000;14,440000;32502,660000;;32502,660000;;36667,060000;;36667,060000;;0,066500;;20220101;;12846,000000;36337,000000;A02;Mobile
931;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05D24;0E1100BR;NEW;;1063335,000;EUR;1,000000;10,930000;10,930000;12,660000;12,660000;116222,520000;;116222,520000;;134618,210000;;134618,210000;;0,047400;;20220101;578852,000000;867476,000000;1063335,000000;A02;Mobile
932;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05D24;0E1100BR;NEW;;408724,000;EUR;1,000000;10,930000;10,930000;11,800000;11,800000;44673,530000;;44673,530000;;48229,430000;;48229,430000;;0,047400;;20220101;;177455,000000;408724,000000;A02;Mobile
933;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05D02;131080BR;EXTENSION;;40088,000;EUR;1,000000;6,070000;6,070000;6,360000;6,360000;2433,340000;;2433,340000;;2549,600000;;2549,600000;;0,012600;;20220101;;897,000000;2550,000000;A02;Mobile
934;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05D02;131080BR;EXTENSION;;98568,000;EUR;1,000000;6,070000;6,070000;6,090000;6,090000;5983,080000;;5983,080000;;6002,790000;;6002,790000;;0,012600;;20220101;1584,000000;1645,000000;6003,000000;A02;Mobile
935;01/10/2020;022;BRBO GROUP;GK19;Group Sales GK19;GK67;Sales Customer GK67;AGR;Company SPA;BR05587;108120BR;EXTENSION;;49284,000;EUR;1,000000;16,700000;16,700000;21,490000;21,490000;8230,430000;;8230,430000;;10591,130000;;10591,130000;;0,074600;;20220101;2795,000000;2902,000000;10591,000000;A02;Mobile
936;01/10/2020;070;FAL  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;FAW700B;077.14FA;EXTENSION;;10000000,000;EUR;1,000000;3,140000;3,140000;3,600000;3,600000;314000,000000;;314000,000000;;360000,000000;;360000,000000;;0,005230;NO;0;;;;;
937;01/10/2020;023;FOIA GROUP;GK19;Group Sales GK19;GK90;Sales Customer GK90;FRA;Company France;FO26573;075.14FO;NEW;;1900000,000;EUR;1,000000;1,970000;1,970000;2,910000;2,910000;37430,000000;;37430,000000;;55290,000000;;55290,000000;;0,001950;NO;20211001;10000,000000;20000,000000;40000,000000;A08;Interiors
938;01/10/2020;004;FAIC GROUP;GK67;Group Sales GK67;GK67;Sales Customer GK67;AGR;Company SPA;FC46800;0C2120FC;NEW;;56000,000;EUR;1,000000;26,120000;26,120000;33,700000;33,700000;14627,200000;;14627,200000;;18872,000000;;18872,000000;;0,107000;;0;;;;;
939;01/10/2020;260;FU G GROUP;GKB6;Group Sales GKB6;GKB6;Sales Customer GKB6;USA;Company USA;FUDUIAT;M659-ZFU;EXTENSION;;100000,000;USD;1,120000;9,620000;8,590000;12,400000;11,070000;9620,000000;;8589,290000;;12400,000000;;11071,430000;;0,015650;;0;;;;;
940;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE12211;642121RE;EXTENSION;;523200,000;EUR;1,000000;9,770000;9,770000;11,800000;11,800000;51116,640000;;51116,640000;;61737,600000;;61737,600000;;0,023892;NO;20210101;11,450000;11,100000;11,100000;;
941;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE12211;642121RE;EXTENSION;;988800,000;EUR;1,000000;9,770000;9,770000;11,800000;11,800000;96605,760000;;96605,760000;;116678,400000;;116678,400000;;0,023892;NO;20220101;11,450000;11,100000;11,100000;;
942;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77031;0C1120RE;EXTENSION;;562800,000;EUR;1,000000;12,840000;12,840000;14,470000;14,470000;72239,350000;;72239,350000;;81465,300000;;81465,300000;;0,071770;NO;20220101;14,470000;14,470000;14,470000;;
943;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77050;0B1080RE;EXTENSION;;562800,000;EUR;1,000000;3,770000;3,770000;5,100000;5,100000;21194,940000;;21194,940000;;28725,310000;;28725,310000;;0,014100;NO;20220101;5,100000;5,100000;5,100000;;
944;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77072;0C1081RE;EXTENSION;;422700,000;EUR;1,000000;7,420000;7,420000;9,160000;9,160000;31378,540000;;31378,540000;;38740,450000;;38740,450000;;0,038400;NO;20220101;9,090000;9,090000;9,090000;;
945;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77029;0B1060RE;EXTENSION;;422700,000;EUR;1,000000;2,290000;2,290000;1,960000;1,960000;9700,320000;;9700,320000;;8284,920000;;8284,920000;;0,007700;NO;20220101;1,960000;1,960000;1,960000;;
946;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77057;6F1060RE;EXTENSION;;1127200,000;EUR;1,000000;1,700000;1,700000;1,810000;1,810000;19207,930000;;19207,930000;;20447,410000;;20447,410000;;0,004600;NO;20220101;1,810000;1,810000;1,810000;;
947;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77034;075.01RE;EXTENSION;;563600,000;EUR;1,000000;5,750000;5,750000;5,570000;5,570000;32412,640000;;32412,640000;;31392,520000;;31392,520000;;0,021560;NO;20220101;5,570000;5,570000;5,570000;;
948;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77021;050.05RE;EXTENSION;;140900,000;EUR;1,000000;4,320000;4,320000;7,280000;7,280000;6086,600000;;6086,600000;;10256,110000;;10256,110000;;0,014770;NO;20220101;7,280000;7,280000;7,280000;;
949;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE77005;471060RE;EXTENSION;;704500,000;EUR;1,000000;0,620000;0,620000;0,910000;0,910000;4375,790000;;4375,790000;;6417,990000;;6417,990000;;0,003300;NO;20220101;0,910000;0,910000;0,910000;;
950;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE77006;471080RE;EXTENSION;;140900,000;EUR;1,000000;1,250000;1,250000;1,850000;1,850000;1762,970000;;1762,970000;;2606,650000;;2606,650000;;0,007200;NO;20220101;1,850000;1,850000;1,850000;;
951;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77050;0V001CRE;EXTENSION;;422700,000;EUR;1,000000;9,050000;9,050000;12,880000;12,880000;38257,310000;;38257,310000;;54422,620000;;54422,620000;;0,040050;NO;20220101;12,880000;12,880000;12,880000;;
952;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77053;0V001CRE;EXTENSION;;422700,000;EUR;1,000000;13,240000;13,240000;16,060000;16,060000;55984,080000;;55984,080000;;67894,070000;;67894,070000;;0,050720;NO;20220101;16,060000;16,060000;16,060000;;
953;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77030;02A120RE;EXTENSION;;281800,000;EUR;1,000000;19,390000;19,390000;19,600000;19,600000;54629,410000;;54629,410000;;55232,800000;;55232,800000;;0,087000;NO;20220101;19,550000;19,550000;19,550000;;
954;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77031;02A120RE;EXTENSION;;422700,000;EUR;1,000000;12,300000;12,300000;17,360000;17,360000;51985,770000;;51985,770000;;73380,720000;;73380,720000;;0,052400;NO;20220101;17,360000;17,360000;17,360000;;
955;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77071;0V061CRE;EXTENSION;;1268100,000;EUR;1,000000;2,630000;2,630000;2,870000;2,870000;33353,570000;;33353,570000;;36394,470000;;36394,470000;;0,007850;NO;20220101;2,870000;2,870000;2,870000;;
956;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77011;0B1080RE;EXTENSION;;1127200,000;EUR;1,000000;6,070000;6,070000;6,370000;6,370000;68381,250000;;68381,250000;;71757,550000;;71757,550000;;0,022100;NO;20220101;6,370000;6,370000;6,370000;;
957;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77051;0V061CRE;EXTENSION;;563600,000;EUR;1,000000;26,840000;26,840000;37,350000;37,350000;151262,350000;;151262,350000;;210487,690000;;210487,690000;;0,116400;NO;20220101;37,350000;37,350000;37,350000;;
958;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;FRA;Company France;RE77052;0V011CRE;EXTENSION;;140900,000;EUR;1,000000;7,320000;7,320000;15,490000;15,490000;10318,250000;;10318,250000;;21825,410000;;21825,410000;;0,032200;NO;20220101;15,490000;15,490000;15,490000;;
959;01/10/2020;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;AGR;Company SPA;RE77022;0B1060RE;EXTENSION;;422700,000;EUR;1,000000;4,520000;4,520000;5,530000;5,530000;19096,340000;;19096,340000;;23366,860000;;23366,860000;;0,011500;NO;20220101;5,530000;5,530000;5,530000;;
